id,date,average_price,total_volume,total_bags,type,year,region
1183,2015-04-19,0.93,2901188.0,326247.84,conventional,2015,LosAngeles
1184,2015-04-12,0.93,2799667.5,336665.66,conventional,2015,LosAngeles
1185,2015-04-05,1.01,2603114.5,284995.25,conventional,2015,LosAngeles
1186,2015-03-29,1.0,2566690.2,289111.44,conventional,2015,LosAngeles
1187,2015-03-22,1.01,2466735.2,294948.2,conventional,2015,LosAngeles
1188,2015-03-15,0.94,2690257.2,332057.97,conventional,2015,LosAngeles
1189,2015-03-08,0.86,2797746.0,328752.16,conventional,2015,LosAngeles
1190,2015-03-01,0.75,3094279.0,294779.66,conventional,2015,LosAngeles
1191,2015-02-22,0.83,2954705.5,337149.22,conventional,2015,LosAngeles
1192,2015-02-15,0.83,2926436.0,308754.9,conventional,2015,LosAngeles
1193,2015-02-08,0.9,2641032.8,327154.34,conventional,2015,LosAngeles
1194,2015-02-01,0.74,4031949.0,342179.84,conventional,2015,LosAngeles
1195,2015-01-25,0.96,2329987.2,294095.94,conventional,2015,LosAngeles
1196,2015-01-18,0.89,2800679.5,290195.16,conventional,2015,LosAngeles
1197,2015-01-11,0.85,2713699.5,251246.66,conventional,2015,LosAngeles
1198,2015-01-04,0.85,2682160.0,255504.05,conventional,2015,LosAngeles
1199,2015-12-27,1.04,61654.94,19313.09,conventional,2015,Louisville
1200,2015-12-20,1.05,56443.43,21242.6,conventional,2015,Louisville
1201,2015-12-13,0.91,76543.82,25724.07,conventional,2015,Louisville
1202,2015-12-06,0.83,103277.35,30842.12,conventional,2015,Louisville
1203,2015-11-29,0.97,58667.71,21015.03,conventional,2015,Louisville
1204,2015-11-22,1.01,60971.36,23120.13,conventional,2015,Louisville
1205,2015-11-15,1.04,58816.5,21785.27,conventional,2015,Louisville
1206,2015-11-08,0.93,86929.62,25673.62,conventional,2015,Louisville
1207,2015-11-01,0.89,103768.67,34334.65,conventional,2015,Louisville
1208,2015-10-25,1.06,64602.5,21992.98,conventional,2015,Louisville
1209,2015-10-18,1.03,74092.73,22942.67,conventional,2015,Louisville
1210,2015-10-11,1.03,74536.59,22661.26,conventional,2015,Louisville
1211,2015-10-04,1.11,63157.22,17661.21,conventional,2015,Louisville
1212,2015-09-27,1.18,60980.52,14966.61,conventional,2015,Louisville
1213,2015-09-20,1.05,71064.71,21939.92,conventional,2015,Louisville
1214,2015-09-13,0.98,85919.67,22000.26,conventional,2015,Louisville
1215,2015-09-06,0.98,98154.04,27561.89,conventional,2015,Louisville
1216,2015-08-30,1.13,70164.74,18915.74,conventional,2015,Louisville
1217,2015-08-23,1.15,65333.2,20818.82,conventional,2015,Louisville
1218,2015-08-16,1.09,78926.9,20799.47,conventional,2015,Louisville
1219,2015-08-09,1.08,83592.89,23661.4,conventional,2015,Louisville
1220,2015-08-02,0.93,91136.65,25822.62,conventional,2015,Louisville
1221,2015-07-26,0.88,99545.41,31495.7,conventional,2015,Louisville
1222,2015-07-19,1.08,77503.36,22015.98,conventional,2015,Louisville
1223,2015-07-12,1.13,72693.94,25581.67,conventional,2015,Louisville
1224,2015-07-05,1.15,81748.59,27274.78,conventional,2015,Louisville
1225,2015-06-28,1.15,69230.74,24664.28,conventional,2015,Louisville
1226,2015-06-21,1.17,78272.57,24023.54,conventional,2015,Louisville
1227,2015-06-14,1.07,82364.21,25644.25,conventional,2015,Louisville
1228,2015-06-07,1.01,98865.51,23778.3,conventional,2015,Louisville
1229,2015-05-31,1.0,92345.33,24616.59,conventional,2015,Louisville
1230,2015-05-24,1.05,79567.66,19369.88,conventional,2015,Louisville
1231,2015-05-17,1.2,73537.14,18294.66,conventional,2015,Louisville
1232,2015-05-10,1.1,85446.43,22339.91,conventional,2015,Louisville
1233,2015-05-03,1.03,95550.51,24590.55,conventional,2015,Louisville
1234,2015-04-26,1.21,65742.4,18699.45,conventional,2015,Louisville
1235,2015-04-19,1.01,95959.08,25912.53,conventional,2015,Louisville
1236,2015-04-12,0.97,88236.19,23399.45,conventional,2015,Louisville
1237,2015-04-05,1.08,75626.3,23334.16,conventional,2015,Louisville
1238,2015-03-29,1.0,93802.08,25781.36,conventional,2015,Louisville
1239,2015-03-22,0.99,95101.27,22383.21,conventional,2015,Louisville
1240,2015-03-15,1.21,56870.1,16983.09,conventional,2015,Louisville
1241,2015-03-08,1.18,62728.85,19921.07,conventional,2015,Louisville
1242,2015-03-01,1.02,78626.99,17005.21,conventional,2015,Louisville
1243,2015-02-22,1.01,107443.35,25787.7,conventional,2015,Louisville
1244,2015-02-15,1.13,80537.77,24814.08,conventional,2015,Louisville
1245,2015-02-08,1.0,87054.02,19962.84,conventional,2015,Louisville
1246,2015-02-01,0.9,125504.98,31116.86,conventional,2015,Louisville
1247,2015-01-25,1.02,86635.35,21079.53,conventional,2015,Louisville
1248,2015-01-18,1.06,85580.15,19076.5,conventional,2015,Louisville
1249,2015-01-11,1.05,75129.36,19278.0,conventional,2015,Louisville
1250,2015-01-04,0.92,101162.98,23797.31,conventional,2015,Louisville
1251,2015-12-27,0.99,545064.75,112404.73,conventional,2015,MiamiFtLauderdale
1252,2015-12-20,1.21,350533.72,79785.65,conventional,2015,MiamiFtLauderdale
1253,2015-12-13,0.97,529317.44,92802.85,conventional,2015,MiamiFtLauderdale
1254,2015-12-06,1.25,340513.62,58507.18,conventional,2015,MiamiFtLauderdale
1255,2015-11-29,0.98,470218.12,78304.23,conventional,2015,MiamiFtLauderdale
1256,2015-11-22,0.98,499396.25,92251.87,conventional,2015,MiamiFtLauderdale
1257,2015-11-15,1.22,368996.47,67428.91,conventional,2015,MiamiFtLauderdale
1258,2015-11-08,1.22,329065.03,68261.19,conventional,2015,MiamiFtLauderdale
1259,2015-11-01,0.98,566030.6,95034.3,conventional,2015,MiamiFtLauderdale
1260,2015-10-25,1.25,307072.84,58966.05,conventional,2015,MiamiFtLauderdale
1261,2015-10-18,1.24,333933.97,66948.85,conventional,2015,MiamiFtLauderdale
1262,2015-10-11,1.0,538384.25,94106.57,conventional,2015,MiamiFtLauderdale
1263,2015-10-04,0.99,570367.25,95953.46,conventional,2015,MiamiFtLauderdale
1264,2015-09-27,1.31,318048.12,59931.1,conventional,2015,MiamiFtLauderdale
1265,2015-09-20,0.98,559818.3,102119.7,conventional,2015,MiamiFtLauderdale
1266,2015-09-13,1.26,331077.9,68960.66,conventional,2015,MiamiFtLauderdale
1267,2015-09-06,0.98,637326.8,114243.13,conventional,2015,MiamiFtLauderdale
1268,2015-08-30,1.24,362232.28,83400.23,conventional,2015,MiamiFtLauderdale
1269,2015-08-23,1.24,372525.3,83033.23,conventional,2015,MiamiFtLauderdale
1270,2015-08-16,1.24,360308.78,84829.18,conventional,2015,MiamiFtLauderdale
1271,2015-08-09,0.97,655821.9,118286.41,conventional,2015,MiamiFtLauderdale
1272,2015-08-02,1.22,371660.16,85844.97,conventional,2015,MiamiFtLauderdale
1273,2015-07-26,1.24,379954.3,83754.92,conventional,2015,MiamiFtLauderdale
1274,2015-07-19,0.96,626841.5,93289.73,conventional,2015,MiamiFtLauderdale
1275,2015-07-12,1.24,402706.72,86917.07,conventional,2015,MiamiFtLauderdale
1276,2015-07-05,0.98,718152.25,132960.52,conventional,2015,MiamiFtLauderdale
1277,2015-06-28,1.21,443970.6,104373.38,conventional,2015,MiamiFtLauderdale
1278,2015-06-21,0.96,669409.3,128508.67,conventional,2015,MiamiFtLauderdale
1279,2015-06-14,1.26,437896.62,99432.77,conventional,2015,MiamiFtLauderdale
1280,2015-06-07,0.99,683877.75,119601.11,conventional,2015,MiamiFtLauderdale
1281,2015-05-31,1.27,419158.75,86843.58,conventional,2015,MiamiFtLauderdale
1282,2015-05-24,1.01,757305.1,123093.37,conventional,2015,MiamiFtLauderdale
1283,2015-05-17,1.24,450603.38,90466.64,conventional,2015,MiamiFtLauderdale
1284,2015-05-10,1.28,435547.12,82813.29,conventional,2015,MiamiFtLauderdale
1285,2015-05-03,0.98,917424.75,145921.28,conventional,2015,MiamiFtLauderdale
1286,2015-04-26,1.25,476017.06,92640.24,conventional,2015,MiamiFtLauderdale
1287,2015-04-19,1.23,434025.47,88144.38,conventional,2015,MiamiFtLauderdale
1288,2015-04-12,1.0,692569.9,103947.32,conventional,2015,MiamiFtLauderdale
1289,2015-04-05,1.11,510738.88,91331.2,conventional,2015,MiamiFtLauderdale
1290,2015-03-29,1.25,370065.75,75955.62,conventional,2015,MiamiFtLauderdale
1291,2015-03-22,0.97,642934.25,104472.39,conventional,2015,MiamiFtLauderdale
1292,2015-03-15,1.33,371716.28,63925.13,conventional,2015,MiamiFtLauderdale
1293,2015-03-08,1.3,356311.66,69396.41,conventional,2015,MiamiFtLauderdale
1294,2015-03-01,1.01,647014.2,102048.78,conventional,2015,MiamiFtLauderdale
1295,2015-02-22,1.24,369819.97,78578.59,conventional,2015,MiamiFtLauderdale
1296,2015-02-15,1.29,353520.72,74509.99,conventional,2015,MiamiFtLauderdale
1297,2015-02-08,1.25,348210.5,62445.11,conventional,2015,MiamiFtLauderdale
1298,2015-02-01,0.95,753300.8,111768.82,conventional,2015,MiamiFtLauderdale
1299,2015-01-25,1.27,398055.72,66921.2,conventional,2015,MiamiFtLauderdale
1300,2015-01-18,1.3,405138.2,77092.27,conventional,2015,MiamiFtLauderdale
1301,2015-01-11,1.28,342797.0,63792.34,conventional,2015,MiamiFtLauderdale
1302,2015-01-04,0.97,540234.25,86680.79,conventional,2015,MiamiFtLauderdale
1303,2015-12-27,1.05,2065131.4,503211.34,conventional,2015,Midsouth
1304,2015-12-20,1.05,2044020.9,476795.22,conventional,2015,Midsouth
1305,2015-12-13,1.03,2193142.8,503346.12,conventional,2015,Midsouth
1306,2015-12-06,1.0,2233138.0,437811.3,conventional,2015,Midsouth
1307,2015-11-29,1.05,1845443.1,386815.53,conventional,2015,Midsouth
1308,2015-11-22,1.06,1903245.0,407481.75,conventional,2015,Midsouth
1309,2015-11-15,1.02,2355839.2,414549.9,conventional,2015,Midsouth
1310,2015-11-08,1.04,2503008.2,457857.56,conventional,2015,Midsouth
1311,2015-11-01,1.08,2511760.2,513481.75,conventional,2015,Midsouth
1312,2015-10-25,1.13,2188485.2,474081.03,conventional,2015,Midsouth
1313,2015-10-18,1.05,2783170.2,474781.38,conventional,2015,Midsouth
1314,2015-10-11,1.13,2329757.8,525255.56,conventional,2015,Midsouth
1315,2015-10-04,1.18,2233936.0,501338.97,conventional,2015,Midsouth
1316,2015-09-27,1.11,2390611.0,429281.3,conventional,2015,Midsouth
1317,2015-09-20,1.13,2447264.8,560915.9,conventional,2015,Midsouth
1318,2015-09-13,1.09,2814803.0,612905.7,conventional,2015,Midsouth
1319,2015-09-06,1.08,3013825.8,676143.0,conventional,2015,Midsouth
1320,2015-08-30,1.18,2535192.8,660271.4,conventional,2015,Midsouth
1321,2015-08-23,1.12,2765838.0,697778.7,conventional,2015,Midsouth
1322,2015-08-16,1.14,2823405.2,617281.75,conventional,2015,Midsouth
1323,2015-08-09,1.15,2710710.2,647068.06,conventional,2015,Midsouth
1324,2015-08-02,1.14,2752082.0,651663.25,conventional,2015,Midsouth
1325,2015-07-26,1.15,2664424.2,693787.1,conventional,2015,Midsouth
1326,2015-07-19,1.14,2751192.8,729054.2,conventional,2015,Midsouth
1327,2015-07-12,1.13,2783554.8,707753.9,conventional,2015,Midsouth
1328,2015-07-05,1.13,3183419.5,771995.44,conventional,2015,Midsouth
1329,2015-06-28,1.14,2835630.5,760937.75,conventional,2015,Midsouth
1330,2015-06-21,1.13,2979417.8,798951.75,conventional,2015,Midsouth
1331,2015-06-14,1.09,3173051.5,829249.94,conventional,2015,Midsouth
1332,2015-06-07,1.14,2918299.0,776459.25,conventional,2015,Midsouth
1333,2015-05-31,1.14,3039403.0,719675.75,conventional,2015,Midsouth
1334,2015-05-24,1.14,3119051.0,736290.25,conventional,2015,Midsouth
1335,2015-05-17,1.18,2817008.2,713733.8,conventional,2015,Midsouth
1336,2015-05-10,1.17,2956859.2,744169.06,conventional,2015,Midsouth
1337,2015-05-03,1.07,3410467.5,694686.56,conventional,2015,Midsouth
1338,2015-04-26,1.2,2699614.5,683542.8,conventional,2015,Midsouth
1339,2015-04-19,1.18,2711008.2,741163.44,conventional,2015,Midsouth
1340,2015-04-12,1.13,2829416.5,679969.25,conventional,2015,Midsouth
1341,2015-04-05,1.19,2519677.2,651847.7,conventional,2015,Midsouth
1342,2015-03-29,1.18,2523110.5,582784.5,conventional,2015,Midsouth
1343,2015-03-22,1.11,2779012.8,618124.06,conventional,2015,Midsouth
1344,2015-03-15,1.19,2462108.0,614825.8,conventional,2015,Midsouth
1345,2015-03-08,1.21,2297509.0,622978.94,conventional,2015,Midsouth
1346,2015-03-01,1.14,2538981.5,584081.94,conventional,2015,Midsouth
1347,2015-02-22,1.1,2720346.8,583298.4,conventional,2015,Midsouth
1348,2015-02-15,1.17,2420829.5,597683.06,conventional,2015,Midsouth
1349,2015-02-08,1.06,2734007.0,619501.75,conventional,2015,Midsouth
1350,2015-02-01,0.99,3668037.8,592750.56,conventional,2015,Midsouth
1351,2015-01-25,1.15,2480820.8,671880.44,conventional,2015,Midsouth
1352,2015-01-18,1.19,2330829.2,569043.0,conventional,2015,Midsouth
1353,2015-01-11,1.17,2335986.0,551745.25,conventional,2015,Midsouth
1354,2015-01-04,1.1,2578275.0,510468.5,conventional,2015,Midsouth
1355,2015-12-27,0.96,123669.89,30706.82,conventional,2015,Nashville
1356,2015-12-20,0.99,127373.56,28291.87,conventional,2015,Nashville
1357,2015-12-13,0.91,153425.94,33007.18,conventional,2015,Nashville
1358,2015-12-06,1.0,130989.23,27852.12,conventional,2015,Nashville
1359,2015-11-29,0.95,119919.67,27921.83,conventional,2015,Nashville
1360,2015-11-22,0.96,127165.59,31136.03,conventional,2015,Nashville
1361,2015-11-15,1.04,124671.4,29388.04,conventional,2015,Nashville
1362,2015-11-08,1.03,135506.08,30867.39,conventional,2015,Nashville
1363,2015-11-01,0.94,159318.31,36386.93,conventional,2015,Nashville
1364,2015-10-25,0.91,148660.27,33823.49,conventional,2015,Nashville
1365,2015-10-18,0.91,182647.95,33416.07,conventional,2015,Nashville
1366,2015-10-11,0.96,167655.6,41597.15,conventional,2015,Nashville
1367,2015-10-04,0.96,157490.03,42689.39,conventional,2015,Nashville
1368,2015-09-27,1.04,160547.52,34912.98,conventional,2015,Nashville
1369,2015-09-20,0.95,197649.58,47365.2,conventional,2015,Nashville
1370,2015-09-13,1.05,154621.8,43316.14,conventional,2015,Nashville
1371,2015-09-06,0.97,175977.6,42839.39,conventional,2015,Nashville
1372,2015-08-30,1.09,142153.55,30401.34,conventional,2015,Nashville
1373,2015-08-23,0.97,171575.34,29946.36,conventional,2015,Nashville
1374,2015-08-16,0.96,187310.28,28448.24,conventional,2015,Nashville
1375,2015-08-09,0.98,176410.4,40116.38,conventional,2015,Nashville
1376,2015-08-02,1.08,151807.11,35417.45,conventional,2015,Nashville
1377,2015-07-26,1.07,149262.89,34668.75,conventional,2015,Nashville
1378,2015-07-19,0.98,186258.97,43915.12,conventional,2015,Nashville
1379,2015-07-12,1.09,152991.78,35029.7,conventional,2015,Nashville
1380,2015-07-05,0.97,201797.81,44395.34,conventional,2015,Nashville
1381,2015-06-28,1.06,159981.66,41366.23,conventional,2015,Nashville
1382,2015-06-21,0.96,188762.81,51516.37,conventional,2015,Nashville
1383,2015-06-14,1.03,172302.47,44678.04,conventional,2015,Nashville
1384,2015-06-07,0.96,189470.19,40282.52,conventional,2015,Nashville
1385,2015-05-31,1.04,166214.14,28738.48,conventional,2015,Nashville
1386,2015-05-24,0.98,194990.7,30491.73,conventional,2015,Nashville
1387,2015-05-17,1.07,149400.12,29553.43,conventional,2015,Nashville
1388,2015-05-10,1.07,165726.92,28377.52,conventional,2015,Nashville
1389,2015-05-03,0.98,222813.0,33653.27,conventional,2015,Nashville
1390,2015-04-26,1.08,166556.8,24976.5,conventional,2015,Nashville
1391,2015-04-19,1.11,140649.3,29135.28,conventional,2015,Nashville
1392,2015-04-12,1.0,158490.38,24411.32,conventional,2015,Nashville
1393,2015-04-05,1.06,155074.03,28395.27,conventional,2015,Nashville
1394,2015-03-29,1.07,151301.45,26089.72,conventional,2015,Nashville
1395,2015-03-22,1.01,173980.22,29424.89,conventional,2015,Nashville
1396,2015-03-15,1.08,131053.65,26382.77,conventional,2015,Nashville
1397,2015-03-08,1.08,149239.4,26514.22,conventional,2015,Nashville
1398,2015-03-01,0.99,169423.5,27015.92,conventional,2015,Nashville
1399,2015-02-22,1.05,148164.2,23321.89,conventional,2015,Nashville
1400,2015-02-15,1.03,153852.03,23901.18,conventional,2015,Nashville
1401,2015-02-08,0.94,171749.31,28126.02,conventional,2015,Nashville
1402,2015-02-01,0.94,221471.45,29612.86,conventional,2015,Nashville
1403,2015-01-25,1.07,140855.47,25973.12,conventional,2015,Nashville
1404,2015-01-18,1.08,143464.64,25636.88,conventional,2015,Nashville
1405,2015-01-11,1.07,149832.2,25244.96,conventional,2015,Nashville
1406,2015-01-04,1.0,162162.75,25514.31,conventional,2015,Nashville
1407,2015-12-27,0.91,187664.3,63153.04,conventional,2015,NewOrleansMobile
1408,2015-12-20,0.92,191937.02,62784.09,conventional,2015,NewOrleansMobile
1409,2015-12-13,0.86,204217.2,52875.54,conventional,2015,NewOrleansMobile
1410,2015-12-06,0.94,185395.2,45662.47,conventional,2015,NewOrleansMobile
1411,2015-11-29,0.9,175833.55,55299.38,conventional,2015,NewOrleansMobile
1412,2015-11-22,0.94,192074.98,60224.78,conventional,2015,NewOrleansMobile
1413,2015-11-15,0.98,195780.23,60127.39,conventional,2015,NewOrleansMobile
1414,2015-11-08,0.96,197713.69,53203.11,conventional,2015,NewOrleansMobile
1415,2015-11-01,0.97,204738.16,58508.19,conventional,2015,NewOrleansMobile
1416,2015-10-25,1.01,191180.56,55281.08,conventional,2015,NewOrleansMobile
1417,2015-10-18,1.02,206563.03,62424.19,conventional,2015,NewOrleansMobile
1418,2015-10-11,1.0,217777.45,64726.02,conventional,2015,NewOrleansMobile
1419,2015-10-04,1.0,222488.23,67519.32,conventional,2015,NewOrleansMobile
1420,2015-09-27,1.06,199908.44,57247.33,conventional,2015,NewOrleansMobile
1421,2015-09-20,1.0,224017.47,63217.52,conventional,2015,NewOrleansMobile
1422,2015-09-13,1.02,219776.27,59446.3,conventional,2015,NewOrleansMobile
1423,2015-09-06,0.99,248354.52,72866.95,conventional,2015,NewOrleansMobile
1424,2015-08-30,1.03,234307.92,72492.97,conventional,2015,NewOrleansMobile
1425,2015-08-23,1.04,240560.86,66738.62,conventional,2015,NewOrleansMobile
1426,2015-08-16,1.04,253158.7,77862.64,conventional,2015,NewOrleansMobile
1427,2015-08-09,1.0,272464.75,78462.86,conventional,2015,NewOrleansMobile
1428,2015-08-02,1.04,248670.72,71226.18,conventional,2015,NewOrleansMobile
1429,2015-07-26,1.03,258960.17,64500.27,conventional,2015,NewOrleansMobile
1430,2015-07-19,0.98,258559.31,70840.03,conventional,2015,NewOrleansMobile
1431,2015-07-12,1.05,239908.64,67711.28,conventional,2015,NewOrleansMobile
1432,2015-07-05,1.01,297481.38,88003.25,conventional,2015,NewOrleansMobile
1433,2015-06-28,1.03,261199.27,79188.15,conventional,2015,NewOrleansMobile
1434,2015-06-21,0.93,293734.94,95352.92,conventional,2015,NewOrleansMobile
1435,2015-06-14,1.02,262250.03,84988.85,conventional,2015,NewOrleansMobile
1436,2015-06-07,0.99,288859.9,93290.27,conventional,2015,NewOrleansMobile
1437,2015-05-31,1.04,245293.53,71581.14,conventional,2015,NewOrleansMobile
1438,2015-05-24,1.03,265237.16,78697.8,conventional,2015,NewOrleansMobile
1439,2015-05-17,0.96,257403.44,74870.07,conventional,2015,NewOrleansMobile
1440,2015-05-10,1.05,256291.77,71530.63,conventional,2015,NewOrleansMobile
1441,2015-05-03,0.93,308655.6,90612.57,conventional,2015,NewOrleansMobile
1442,2015-04-26,0.96,265739.78,76712.86,conventional,2015,NewOrleansMobile
1443,2015-04-19,0.93,263486.62,77990.72,conventional,2015,NewOrleansMobile
1444,2015-04-12,0.97,235709.98,60210.27,conventional,2015,NewOrleansMobile
1445,2015-04-05,0.99,237821.61,62911.64,conventional,2015,NewOrleansMobile
1446,2015-03-29,0.97,237188.4,66128.37,conventional,2015,NewOrleansMobile
1447,2015-03-22,0.9,282494.06,77003.82,conventional,2015,NewOrleansMobile
1448,2015-03-15,1.09,233696.31,62466.03,conventional,2015,NewOrleansMobile
1449,2015-03-08,1.06,248273.8,72616.8,conventional,2015,NewOrleansMobile
1450,2015-03-01,1.08,224752.17,69213.28,conventional,2015,NewOrleansMobile
1451,2015-02-22,0.92,256174.52,66214.87,conventional,2015,NewOrleansMobile
1452,2015-02-15,1.02,230069.02,62663.62,conventional,2015,NewOrleansMobile
1453,2015-02-08,0.93,242065.3,63558.12,conventional,2015,NewOrleansMobile
1454,2015-02-01,0.81,367711.88,84349.1,conventional,2015,NewOrleansMobile
1455,2015-01-25,0.94,271448.06,69524.6,conventional,2015,NewOrleansMobile
1456,2015-01-18,1.03,267666.12,64197.94,conventional,2015,NewOrleansMobile
1457,2015-01-11,0.97,239232.34,62815.17,conventional,2015,NewOrleansMobile
1458,2015-01-04,0.94,222751.52,60062.94,conventional,2015,NewOrleansMobile
1459,2015-12-27,1.17,1129876.0,242666.69,conventional,2015,NewYork
1460,2015-12-20,1.23,1139348.0,257139.12,conventional,2015,NewYork
1461,2015-12-13,1.12,1254805.2,261652.47,conventional,2015,NewYork
1462,2015-12-06,1.2,1068971.5,164640.73,conventional,2015,NewYork
1463,2015-11-29,1.16,999169.6,170082.08,conventional,2015,NewYork
1464,2015-11-22,1.14,1111803.1,190226.47,conventional,2015,NewYork
1465,2015-11-15,1.04,1357393.4,225327.84,conventional,2015,NewYork
1466,2015-11-08,1.13,1406262.1,287368.03,conventional,2015,NewYork
1467,2015-11-01,1.06,2180520.2,238141.2,conventional,2015,NewYork
1468,2015-10-25,1.23,1048045.9,239305.84,conventional,2015,NewYork
1469,2015-10-18,0.97,1856337.9,232925.94,conventional,2015,NewYork
1470,2015-10-11,1.28,1099283.2,291019.03,conventional,2015,NewYork
1471,2015-10-04,1.26,1342963.2,261493.0,conventional,2015,NewYork
1472,2015-09-27,1.16,1201066.4,243521.34,conventional,2015,NewYork
1473,2015-09-20,1.18,1192210.5,262288.12,conventional,2015,NewYork
1474,2015-09-13,1.16,1479334.9,249522.08,conventional,2015,NewYork
1475,2015-09-06,1.22,1340925.5,245037.4,conventional,2015,NewYork
1476,2015-08-30,1.22,1251081.1,248566.36,conventional,2015,NewYork
1477,2015-08-23,1.1,1477964.1,231864.48,conventional,2015,NewYork
1478,2015-08-16,1.14,1535981.4,223383.83,conventional,2015,NewYork
1479,2015-08-09,1.1,1563915.0,249029.47,conventional,2015,NewYork
1480,2015-08-02,1.14,1458722.6,251358.48,conventional,2015,NewYork
1481,2015-07-26,1.28,1211731.2,280464.5,conventional,2015,NewYork
1482,2015-07-19,1.37,1251919.2,304967.62,conventional,2015,NewYork
1483,2015-07-12,1.27,1338282.2,354358.66,conventional,2015,NewYork
1484,2015-07-05,1.18,1666825.6,346630.6,conventional,2015,NewYork
1485,2015-06-28,1.36,1284789.5,346716.06,conventional,2015,NewYork
1486,2015-06-21,1.28,1667026.1,330913.34,conventional,2015,NewYork
1487,2015-06-14,1.32,1363134.0,404479.56,conventional,2015,NewYork
1488,2015-06-07,1.32,1731061.1,356187.72,conventional,2015,NewYork
1489,2015-05-31,1.43,1493218.8,389227.78,conventional,2015,NewYork
1490,2015-05-24,1.37,1515022.6,387861.94,conventional,2015,NewYork
1491,2015-05-17,1.43,1255552.6,360824.94,conventional,2015,NewYork
1492,2015-05-10,1.22,2118594.0,374369.28,conventional,2015,NewYork
1493,2015-05-03,1.32,1679103.4,333131.78,conventional,2015,NewYork
1494,2015-04-26,1.44,1295589.6,340354.7,conventional,2015,NewYork
1495,2015-04-19,1.42,1332514.6,382749.7,conventional,2015,NewYork
1496,2015-04-12,1.43,1084407.8,298956.94,conventional,2015,NewYork
1497,2015-04-05,1.41,1244324.5,312567.62,conventional,2015,NewYork
1498,2015-03-29,1.36,1183815.2,278150.1,conventional,2015,NewYork
1499,2015-03-22,1.33,1192732.4,283375.44,conventional,2015,NewYork
1500,2015-03-15,1.45,1097738.0,323761.5,conventional,2015,NewYork
1501,2015-03-08,1.36,1129334.0,339799.8,conventional,2015,NewYork
1502,2015-03-01,1.18,1338129.9,289988.5,conventional,2015,NewYork
1503,2015-02-22,1.33,1088977.5,309388.56,conventional,2015,NewYork
1504,2015-02-15,1.36,997562.44,289359.34,conventional,2015,NewYork
1505,2015-02-08,1.11,1658708.8,317964.5,conventional,2015,NewYork
1506,2015-02-01,1.36,1433763.1,323358.53,conventional,2015,NewYork
1507,2015-01-25,1.36,1102868.2,313450.44,conventional,2015,NewYork
1508,2015-01-18,1.37,1044280.56,272986.44,conventional,2015,NewYork
1509,2015-01-11,1.34,1018225.8,285498.62,conventional,2015,NewYork
1510,2015-01-04,1.09,1402890.2,249495.69,conventional,2015,NewYork
1511,2015-12-27,1.2,3156360.2,737425.7,conventional,2015,Northeast
1512,2015-12-20,1.2,3190120.0,771939.44,conventional,2015,Northeast
1513,2015-12-13,1.09,3696551.5,758446.2,conventional,2015,Northeast
1514,2015-12-06,1.14,3218494.5,588521.8,conventional,2015,Northeast
1515,2015-11-29,1.22,2593780.5,555230.06,conventional,2015,Northeast
1516,2015-11-22,1.16,3026217.2,626738.44,conventional,2015,Northeast
1517,2015-11-15,1.09,3538946.2,707396.6,conventional,2015,Northeast
1518,2015-11-08,1.1,4205775.5,781895.2,conventional,2015,Northeast
1519,2015-11-01,1.09,4801621.0,780893.6,conventional,2015,Northeast
1520,2015-10-25,1.15,3306614.2,775888.9,conventional,2015,Northeast
1521,2015-10-18,0.99,4866607.0,742234.5,conventional,2015,Northeast
1522,2015-10-11,1.23,3307828.8,832068.44,conventional,2015,Northeast
1523,2015-10-04,1.21,3585183.2,800321.7,conventional,2015,Northeast
1524,2015-09-27,1.13,3739072.8,682854.1,conventional,2015,Northeast
1525,2015-09-20,1.21,3334592.0,751988.5,conventional,2015,Northeast
1526,2015-09-13,1.14,4205294.5,740533.25,conventional,2015,Northeast
1527,2015-09-06,1.18,4088061.8,754549.44,conventional,2015,Northeast
1528,2015-08-30,1.2,3825966.5,740291.25,conventional,2015,Northeast
1529,2015-08-23,1.13,4146220.8,739215.6,conventional,2015,Northeast
1530,2015-08-16,1.17,4221435.5,733613.1,conventional,2015,Northeast
1531,2015-08-09,1.1,4786334.0,777021.94,conventional,2015,Northeast
1532,2015-08-02,1.19,4154658.8,794064.2,conventional,2015,Northeast
1533,2015-07-26,1.28,3757524.8,883031.6,conventional,2015,Northeast
1534,2015-07-19,1.27,4169213.2,967205.7,conventional,2015,Northeast
1535,2015-07-12,1.2,4454139.0,1216976.6,conventional,2015,Northeast
1536,2015-07-05,1.24,4855273.5,1312115.8,conventional,2015,Northeast
1537,2015-06-28,1.3,4100932.5,1252367.0,conventional,2015,Northeast
1538,2015-06-21,1.27,4508474.0,1120373.1,conventional,2015,Northeast
1539,2015-06-14,1.2,4561749.5,1406275.2,conventional,2015,Northeast
1540,2015-06-07,1.27,4721927.5,1188680.2,conventional,2015,Northeast
1541,2015-05-31,1.34,4329240.0,1253507.0,conventional,2015,Northeast
1542,2015-05-24,1.26,4661457.5,1328704.2,conventional,2015,Northeast
1543,2015-05-17,1.33,4094677.8,1244427.6,conventional,2015,Northeast
1544,2015-05-10,1.21,5498650.5,1210170.1,conventional,2015,Northeast
1545,2015-05-03,1.24,4597313.5,1088403.6,conventional,2015,Northeast
